2300,07/06/2023,Tr,NO,SI,01,09,16,19,31,16
2300,07/06/2023,Re,NO,SI,11,29,36,39,43,13
2301,10/06/2023,Tr,NO,SI,09,13,21,38,43,11
2301,10/06/2023,Re,NO,SI,12,26,36,40,42,12
2302,14/06/2023,Tr,NO,SI,03,11,14,39,40,01
2302,14/06/2023,Re,NO,SI,26,28,31,34,41,14
2303,17/06/2023,Tr,NO,SI,09,11,13,35,43,07
2303,17/06/2023,Re,NO,SI,02,03,13,20,30,03
2304,21/06/2023,Tr,NO,SI,09,25,27,31,42,04
2304,21/06/2023,Re,NO,SI,05,07,12,29,37,09
